,uid,dt,lat,lon,loc,region,x,y
491732,1810,2010-09-23 01:35:36+00:00,40.7298157824,-73.9917933941,787272,139,1.4366808712154404,2.3857986557450825
491733,1810,2010-09-23 01:04:01+00:00,40.72844547,-74.00197231,226485,146,0.5768001509700578,2.537970033317856
491734,1810,2010-09-23 00:38:24+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491735,1810,2010-09-23 00:09:27+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491739,1810,2010-09-22 03:20:50+00:00,40.7484436586,-73.9857316017,12313,21,1.9482242947067896,0.3171940739068203
491740,1810,2010-09-21 23:55:47+00:00,40.750613794,-73.993434906,11875,6,1.2976053181993767,0.0762025567859286
491741,1810,2010-09-21 23:54:15+00:00,40.7506056663,-73.9892935753,353162,8,1.6473471292797983,0.0771051304796931
491742,1810,2010-09-21 23:25:10+00:00,40.7353258167,-73.9917343167,187499,103,1.4415526768831444,1.7739162767659575
491743,1810,2010-09-21 17:49:59+00:00,40.729376989,-73.995657038,2762169,149,1.110295978630018,2.434526085747696
491744,1810,2010-09-21 17:37:39+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491745,1810,2010-09-21 17:01:00+00:00,40.7344437704,-73.9995664358,440793,111,0.7799772655590659,1.8718664484164855
491747,1810,2010-09-21 02:39:59+00:00,40.7329235502,-73.9940141792,27180,126,1.2490156903915828,2.04068502228217
491748,1810,2010-09-21 02:26:40+00:00,40.732888542,-73.993632152,4130985,126,1.2812876827184938,2.0445726390885515
491749,1810,2010-09-21 01:57:49+00:00,40.73289084,-73.99353879,292762,126,1.2891742931051848,2.044317449064395
491750,1810,2010-09-21 01:56:41+00:00,40.71924,-73.997362,1005760,208,0.9664101862533714,3.5602243482131373
491751,1810,2010-09-20 20:08:48+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491752,1810,2010-09-20 19:31:51+00:00,40.72880073,-73.992634734,2316895,150,1.3656270674960047,2.4985188842011543
491753,1810,2010-09-20 17:34:51+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491792,1810,2010-09-13 21:37:59+00:00,40.7303002916,-73.9946671063,157639,137,1.1939072905646957,2.3319945419567776
491793,1810,2010-09-13 18:59:58+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491794,1810,2010-09-13 16:03:15+00:00,40.730967733,-73.99545645,3503156,137,1.1272144818106042,2.2578760388873764
491796,1810,2010-09-13 04:11:38+00:00,40.73024618,-73.99863779,396121,136,0.8584757445610166,2.338003564680026
491797,1810,2010-09-13 03:03:03+00:00,40.729376989,-73.995657038,2762169,149,1.110295978630018,2.434526085747696
491798,1810,2010-09-13 03:00:41+00:00,40.7303344,-73.99862903,494084,136,0.8592146306838379,2.3282068485199536
491799,1810,2010-09-13 00:13:37+00:00,40.72885234,-73.9962565899,154174,149,1.0596551350855243,2.4927876623418457
491800,1810,2010-09-12 22:57:55+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491801,1810,2010-09-12 20:15:09+00:00,40.7294295941,-73.9971363544,45321,148,0.985324967868088,2.4286843587713367
491807,1810,2010-09-11 23:12:21+00:00,40.730346733,-73.9927574,3557952,138,1.3552329893621462,2.326837284911834
491808,1810,2010-09-11 20:54:43+00:00,40.72952364,-73.993330151,3555085,150,1.3068647250941967,2.41824068547565
491809,1810,2010-09-11 20:50:53+00:00,40.729048033,-73.994188383,3554997,150,1.2343716342233892,2.47105621449396
491810,1810,2010-09-11 20:47:51+00:00,40.7290123,-73.994546183,3554901,149,1.2041457695395248,2.4750243167590957
491811,1810,2010-09-11 20:43:44+00:00,40.728737917,-73.99495425,3554805,149,1.169677551600061,2.50549418424287
491812,1810,2010-09-11 20:05:00+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491813,1810,2010-09-11 19:55:38+00:00,40.72913105,-73.993668217,2895665,150,1.2783130365850497,2.461837286632996
491814,1810,2010-09-11 19:49:51+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491815,1810,2010-09-11 12:51:58+00:00,40.730564917,-73.9945422,3503220,137,1.2044542535410778,2.302608235030561
491816,1810,2010-09-11 12:49:46+00:00,40.730339667,-73.994793267,3503205,137,1.1832488903932683,2.327621955020708
491817,1810,2010-09-11 12:47:09+00:00,40.730705633,-73.99537055,3503180,137,1.1344754522315512,2.2869819054683704
491818,1810,2010-09-11 12:43:48+00:00,40.730967733,-73.99545645,3503156,137,1.1272144818106042,2.2578760388873764
491819,1810,2010-09-11 12:39:40+00:00,40.7311327,-73.9949891,3503108,137,1.1666916254140154,2.23955666585904
491820,1810,2010-09-11 12:37:13+00:00,40.7311327,-73.9949891,3503095,137,1.1666916254140154,2.23955666585904
491821,1810,2010-09-11 12:29:25+00:00,40.731835683,-73.994791067,3503029,125,1.1834082356536983,2.1614913026043063
491822,1810,2010-09-11 12:28:08+00:00,40.732225767,-73.9948163,3503021,125,1.1812697727745864,2.118172969083856
491823,1810,2010-09-11 12:26:07+00:00,40.731951817,-73.99453895,3503008,125,1.2047037897637178,2.1485947694842715
491824,1810,2010-09-11 12:23:26+00:00,40.732319717,-73.994237033,3502993,126,1.2302014860668409,2.1077399402862413
491825,1810,2010-09-11 12:17:15+00:00,40.7340799657,-73.9990675449,627655,112,0.8221240357862225,1.9122665146656783
491828,1810,2010-09-10 23:20:11+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491829,1810,2010-09-10 22:30:07+00:00,40.733626717,-73.995204983,3469381,113,1.1484117799488116,1.9625992239636227
491830,1810,2010-09-10 22:25:36+00:00,40.73467985,-73.994441867,3469231,113,1.2128553482316282,1.845650096684436
491831,1810,2010-09-10 22:17:13+00:00,40.7358101833,-73.997381,502520,100,0.9645655763656856,1.7201279470079882
491832,1810,2010-09-10 20:54:52+00:00,40.730071167,-73.9936383,3466549,138,1.28082235941866,2.3574385300669958
491833,1810,2010-09-10 20:52:04+00:00,40.7304193,-73.992415,3466319,138,1.3841564588247506,2.318778813894264
491834,1810,2010-09-10 20:49:13+00:00,40.730897767,-73.994957567,3466179,137,1.1693595245299644,2.2656456729787178
491835,1810,2010-09-10 20:44:10+00:00,40.7284864721,-73.9922332764,3465849,150,1.3995484265919462,2.5334168049295904
491836,1810,2010-09-10 20:35:24+00:00,40.7258748833,-73.994917,248840,173,1.1728746645550927,2.82343018484116
491837,1810,2010-09-10 20:34:07+00:00,40.724805393,-73.995654807,3412425,173,1.110560443495995,2.942195588286566
491838,1810,2010-09-10 20:18:33+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491839,1810,2010-09-10 14:36:32+00:00,40.7294295941,-73.9971363544,45321,148,0.985324967868088,2.4286843587713367
491840,1810,2010-09-10 14:26:58+00:00,40.730668717,-73.997178033,3447562,136,0.9817858183327456,2.291081379496092
491841,1810,2010-09-10 14:22:58+00:00,40.73203775,-73.996677367,3447328,125,1.0240594579552007,2.139052018868594
491842,1810,2010-09-10 14:17:30+00:00,40.732901733,-73.9960978,2993636,125,1.073004502369754,2.0431077950465126
491847,1810,2010-09-10 01:21:30+00:00,40.732157,-73.984476,296727,130,2.0547662974228715,2.125809457441402
491848,1810,2010-09-10 01:20:53+00:00,40.7303160944,-74.0003045253,124646,135,0.7176737477772003,2.330239661582365
491849,1810,2010-09-10 01:13:44+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491850,1810,2010-09-10 01:11:25+00:00,40.7292832485,-73.9935851097,1364326,150,1.285330903007804,2.444935844510855
491851,1810,2010-09-09 20:49:20+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491852,1810,2010-09-09 20:20:14+00:00,40.725476567,-73.995805283,3414572,173,1.0978365779527424,2.8676626559803817
491853,1810,2010-09-09 18:57:03+00:00,40.72489755,-73.9955570333,847839,173,1.1188192280653697,2.9319616830734723
491854,1810,2010-09-09 18:55:46+00:00,40.724805393,-73.995654807,3412425,173,1.110560443495995,2.942195588286566
491855,1810,2010-09-09 13:57:14+00:00,40.73062115,-73.993908217,3397789,138,1.258010091025452,2.2963636332533115
491856,1810,2010-09-09 13:55:05+00:00,40.73017657,-73.995007195,2326563,137,1.1651797075117083,2.3457336644619278
491857,1810,2010-09-09 13:53:36+00:00,40.730465483,-73.995441583,3397627,137,1.128478876749111,2.313650251726082
491858,1810,2010-09-09 13:49:44+00:00,40.730676833,-73.995898917,3397447,137,1.0898412282050138,2.290180108201675
491859,1810,2010-09-09 13:44:21+00:00,40.731068983,-73.997122883,2994662,136,0.986438799232072,2.2466323567648776
491862,1810,2010-09-09 02:31:43+00:00,40.732055783,-74.0004375,3372421,123,0.7064220214134999,2.1370494770812454
491863,1810,2010-09-09 02:05:30+00:00,40.730103933,-73.9966362,3371811,137,1.0275667887078066,2.3537999085468466
491864,1810,2010-09-09 02:00:44+00:00,40.7296084606,-73.9963209629,530455,137,1.054205033852938,2.408821469445157
491865,1810,2010-09-09 01:57:32+00:00,40.7294295941,-73.9971363544,45321,148,0.985324967868088,2.4286843587713367
491866,1810,2010-09-09 01:45:35+00:00,40.73017657,-73.995007195,2326563,137,1.1651797075117083,2.3457336644619278
491874,1810,2010-09-08 04:12:27+00:00,40.7294295941,-73.9971363544,45321,148,0.985324967868088,2.4286843587713367
491875,1810,2010-09-08 02:28:48+00:00,40.728237,-73.991887,1517266,151,1.4288070173101874,2.561120347603536
491876,1810,2010-09-08 02:24:06+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491877,1810,2010-09-07 22:14:32+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491883,1810,2010-09-06 16:07:39+00:00,40.7493864977,-74.0075325966,1171692,12,0.1070360930870297,0.2124926802186174
491897,1810,2010-09-05 00:43:56+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491898,1810,2010-09-04 17:54:55+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491899,1810,2010-09-04 17:17:40+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491900,1810,2010-09-04 16:56:17+00:00,40.7347059524,-73.9989924431,341341,112,0.8284603017288786,1.842751456924427
491903,1810,2010-09-04 02:19:48+00:00,40.7309764131,-73.9859917215,616904,141,1.92676000329239,2.256912124966004
491904,1810,2010-09-04 01:58:15+00:00,40.73289982,-73.986367487,3041475,129,1.894962139896948,2.043320231302417
491905,1810,2010-09-03 23:09:58+00:00,40.72964315,-73.9942640667,463395,138,1.2279670275480117,2.404969257175739
491906,1810,2010-09-03 18:43:03+00:00,40.7354796152,-73.994668431,450651,101,1.193702816386856,1.7568371383682682
491907,1810,2010-09-03 18:23:04+00:00,40.7371205,-73.99663025,696878,89,1.027961433794637,1.5746188269746138
491908,1810,2010-09-03 17:04:22+00:00,40.745857917,-73.9866746,2116100,45,1.8686564565896568,0.604338154174254
491909,1810,2010-09-03 16:56:21+00:00,40.741388197,-73.9894545078,12973,68,1.6339817163603447,1.1006958920989496
491910,1810,2010-09-03 15:50:52+00:00,40.729443915,-73.9959929,1859860,149,1.0819218211457022,2.427094041705107
491911,1810,2010-09-03 15:22:38+00:00,40.731068983,-73.997122883,2994662,136,0.986438799232072,2.2466323567648776
491912,1810,2010-09-03 15:14:09+00:00,40.732901733,-73.9960978,2993636,125,1.073004502369754,2.0431077950465126
491917,1810,2010-09-02 22:35:32+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491918,1810,2010-09-02 22:12:20+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491919,1810,2010-09-02 20:59:59+00:00,40.7305759571,-73.9924371243,444082,138,1.382284221469037,2.3013822462378197
491937,1810,2010-09-02 04:18:34+00:00,40.7340799657,-73.9990675449,627655,112,0.8221240357862225,1.9122665146656783
491938,1810,2010-09-02 04:12:54+00:00,40.731445879,-73.9939820766,2902074,126,1.2517552135466714,2.204778539545817
491939,1810,2010-09-02 04:10:31+00:00,40.7294295941,-73.9971363544,45321,148,0.985324967868088,2.4286843587713367
491940,1810,2010-09-02 01:43:26+00:00,40.729072226,-73.992958655,2898153,150,1.3382570751922196,2.468369613911084
491941,1810,2010-09-02 01:32:31+00:00,40.7291043549,-73.9934791282,464281,150,1.2942875257765911,2.4648017421339845
491942,1810,2010-09-02 01:28:16+00:00,40.729447167,-73.994972383,2897545,149,1.1681332882734397,2.4267329113908302
491943,1810,2010-09-02 01:26:43+00:00,40.729447167,-73.994972383,2897433,149,1.1681332882734397,2.4267329113908302
491944,1810,2010-09-02 01:04:29+00:00,40.7296084606,-73.9963209629,530455,137,1.054205033852938,2.408821469445157
491945,1810,2010-09-02 00:54:22+00:00,40.7299743223,-73.9976191521,41853,136,0.9445313360363498,2.3681930074355315
491946,1810,2010-09-02 00:46:29+00:00,40.729461667,-73.994404967,2895764,149,1.2160673514217353,2.425122705498428
491947,1810,2010-09-02 00:43:09+00:00,40.72913105,-73.993668217,2895665,150,1.2783130365850497,2.461837286632996
491948,1810,2010-09-02 00:41:12+00:00,40.72934225,-73.993148917,2895577,150,1.3221786341761816,2.4383838058528053
491949,1810,2010-09-02 00:39:13+00:00,40.729543483,-73.993389417,2895478,150,1.3018576544354217,2.416037146446251
491950,1810,2010-09-01 23:01:43+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491951,1810,2010-09-01 22:11:21+00:00,40.729519882,-73.99337544,2887152,150,1.303038866007647,2.41865800642833
491952,1810,2010-09-01 22:07:54+00:00,40.729626333,-73.99339595,2886880,138,1.3013041446792797,2.406836762922515
491953,1810,2010-09-01 22:05:35+00:00,40.7294214638,-73.9937782288,603300,150,1.2690138681219614,2.429587217867658
491954,1810,2010-09-01 22:01:46+00:00,40.73045065,-73.992519617,2886640,138,1.3753180778772476,2.3152974371159774
491955,1810,2010-09-01 21:56:16+00:00,40.730500808,-73.992450686,2886450,138,1.3811401255587403,2.309727456328236
491956,1810,2010-09-01 21:43:07+00:00,40.734022167,-73.990858867,2885990,115,1.5155322334505612,1.918684989257476
491957,1810,2010-09-01 21:38:56+00:00,40.735844095,-73.9903879166,106840,103,1.5552721603469792,1.7163620932436423
491958,1810,2010-09-01 21:36:19+00:00,40.735927483,-73.99242925,2885730,102,1.3828386166447832,1.7071019553855995
491967,1810,2010-09-01 01:32:54+00:00,40.7296084606,-73.9963209629,530455,137,1.054205033852938,2.408821469445157
491970,1810,2010-08-31 16:31:14+00:00,40.734653467,-73.99081754,2812188,115,1.519008870238876,1.848579896719252
491971,1810,2010-08-31 16:27:49+00:00,40.733999137,-73.9906422886,72327,115,1.5338276796662391,1.9212424424329853
491972,1810,2010-08-31 16:03:24+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491973,1810,2010-08-31 13:38:19+00:00,40.7332263379,-73.9988744259,596092,112,0.8384479808711179,2.007060826070572
491977,1810,2010-08-31 02:47:31+00:00,40.737063512,-73.9969432354,144292,88,1.001524857911822,1.5809472776729323
491978,1810,2010-08-31 02:40:43+00:00,40.739598383,-74.002164628,2784911,74,0.5604596176219623,1.2994527594282308
491979,1810,2010-08-31 02:36:06+00:00,40.7397705376,-74.002532959,362856,74,0.5293470128449186,1.2803351839800576
491980,1810,2010-08-31 02:29:33+00:00,40.7397558,-74.00232715,497881,74,0.546730836491192,1.28197177797146
491981,1810,2010-08-31 02:16:08+00:00,40.7318232,-74.00102955,867954,123,0.6564108951054498,2.162877523875132
491982,1810,2010-08-30 21:21:29+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
491983,1810,2010-08-30 20:50:51+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
491984,1810,2010-08-30 20:24:08+00:00,40.7297222844,-73.9913535118,1059576,139,1.473843228622362,2.3961814859969914
491985,1810,2010-08-30 20:21:06+00:00,40.7298157824,-73.9917933941,787272,139,1.4366808712154404,2.3857986557450825
491986,1810,2010-08-30 17:21:52+00:00,40.729376989,-73.995657038,2762169,149,1.110295978630018,2.434526085747696
491987,1810,2010-08-30 14:54:10+00:00,40.729443915,-73.9959929,1859860,149,1.0819218211457022,2.427094041705107
491988,1810,2010-08-30 14:38:24+00:00,40.7324744095,-73.9964920319,295282,125,1.039708844038108,2.0905615332385485
491989,1810,2010-08-30 14:34:07+00:00,40.7340799657,-73.9990675449,627655,112,0.8221240357862225,1.9122665146656783
492019,1810,2010-08-28 16:58:26+00:00,40.72966715,-73.9930544667,530492,138,1.3301511759865787,2.4023040887124933
492020,1810,2010-08-28 15:58:33+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
492021,1810,2010-08-28 13:34:53+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
492027,1810,2010-08-28 02:12:02+00:00,40.7297408024,-73.9897171627,390783,139,1.612078167783801,2.394125086400845
492028,1810,2010-08-28 01:35:37+00:00,40.7291043549,-73.9934791282,464281,150,1.2942875257765911,2.4648017421339845
492029,1810,2010-08-27 20:05:17+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
492030,1810,2010-08-27 18:25:25+00:00,40.729443915,-73.9959929,1859860,149,1.0819218211457022,2.427094041705107
492033,1810,2010-08-26 23:14:24+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
492034,1810,2010-08-26 22:32:48+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
492040,1810,2010-08-26 15:52:32+00:00,40.7305759571,-73.9924371243,444082,138,1.382284221469037,2.3013822462378197
492041,1810,2010-08-26 14:17:45+00:00,40.729443915,-73.9959929,1859860,149,1.0819218211457022,2.427094041705107
492042,1810,2010-08-26 13:35:46+00:00,40.7308686424,-73.9975655079,16397,136,0.9490503636904656,2.268879922229437
492048,1810,2010-08-26 01:01:21+00:00,40.7298157824,-73.9917933941,787272,139,1.4366808712154404,2.3857986557450825
492049,1810,2010-08-26 00:57:12+00:00,40.7305759571,-73.9924371243,444082,138,1.382284221469037,2.3013822462378197
492050,1810,2010-08-26 00:05:31+00:00,40.729815,-73.9901280333,787160,139,1.577366927251084,2.3858855402400354
492051,1810,2010-08-25 22:26:46+00:00,40.7271985421,-73.9861594535,821090,165,1.912698783906824,2.6764396940449275
492052,1810,2010-08-25 22:06:27+00:00,40.7268457576,-73.9916403178,205284,163,1.449676872168929,2.7156159312860417
492053,1810,2010-08-25 21:58:42+00:00,40.7291043549,-73.9934791282,464281,150,1.2942875257765911,2.4648017421339845
492054,1810,2010-08-25 18:24:03+00:00,40.7292832485,-73.9935851097,1364326,150,1.285330903007804,2.444935844510855
492055,1810,2010-08-25 17:18:10+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
492057,1810,2010-08-25 02:02:03+00:00,40.7331856887,-73.9986920357,440770,124,0.8538556390126384,2.011574869103931
492058,1810,2010-08-24 23:30:26+00:00,40.7311018304,-73.9934157251,84734,138,1.2996048758075065,2.242984695249169
492059,1810,2010-08-24 22:50:54+00:00,40.7306821,-73.9936715667,210777,138,1.2780003836027112,2.2895952146684158
492060,1810,2010-08-24 22:11:26+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
492061,1810,2010-08-24 21:31:15+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
492062,1810,2010-08-24 21:20:02+00:00,40.73025888,-73.991176486,155779,139,1.4887860425590602,2.3365932462218404
492066,1810,2010-08-24 16:05:37+00:00,40.7292832485,-73.9935851097,1364326,150,1.285330903007804,2.444935844510855
492067,1810,2010-08-24 16:01:18+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
492068,1810,2010-08-24 14:12:52+00:00,40.7340799657,-73.9990675449,627655,112,0.8221240357862225,1.9122665146656783
492072,1810,2010-08-23 21:56:46+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
492073,1810,2010-08-23 21:52:13+00:00,40.73017657,-73.995007195,2326563,137,1.1651797075117083,2.3457336644619278
492074,1810,2010-08-23 18:28:35+00:00,40.7300800153,-73.9916110039,864730,139,1.4520830524788024,2.356455937906817
492075,1810,2010-08-23 18:22:25+00:00,40.7298157824,-73.9917933941,787272,139,1.4366808712154404,2.3857986557450825
492076,1810,2010-08-23 17:52:43+00:00,40.72880073,-73.992634734,2316895,150,1.3656270674960047,2.4985188842011543
492077,1810,2010-08-23 16:48:55+00:00,40.729443915,-73.9959929,1859860,149,1.0819218211457022,2.427094041705107
492081,1810,2010-08-22 22:15:01+00:00,40.7294295941,-73.9971363544,45321,148,0.985324967868088,2.4286843587713367
492082,1810,2010-08-22 20:59:47+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
492083,1810,2010-08-22 20:28:38+00:00,40.7371205,-73.99663025,696878,89,1.027961433794637,1.5746188269746138
492088,1810,2010-08-22 01:22:19+00:00,40.72907888,-73.98789614,154727,152,1.7659318529570964,2.467630696028424
492089,1810,2010-08-21 23:40:46+00:00,40.7225870929,-73.9886599523,469142,188,1.701571280559001,3.188534644436402
492090,1810,2010-08-21 17:28:55+00:00,40.7287547754,-73.9954304695,104875,149,1.129446635678617,2.503622081369973
492091,1810,2010-08-21 16:43:04+00:00,40.7294295941,-73.9971363544,45321,148,0.985324967868088,2.4286843587713367
492092,1810,2010-08-21 16:35:54+00:00,40.7291043549,-73.9934791282,464281,150,1.2942875257765911,2.4648017421339845
492093,1810,2010-08-21 12:35:01+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
492094,1810,2010-08-21 12:13:07+00:00,40.7340799657,-73.9990675449,627655,112,0.8221240357862225,1.9122665146656783
492097,1810,2010-08-20 18:43:03+00:00,40.749158917,-73.9880275726,2122079,20,1.7543009966713117,0.2377653040922108
492098,1810,2010-08-20 18:08:16+00:00,40.7482683619,-73.9880264851,355529,20,1.754416244492501,0.3366606053813142
492099,1810,2010-08-20 17:56:37+00:00,40.745857917,-73.9866746,2116100,45,1.8686564565896568,0.604338154174254
492100,1810,2010-08-20 16:56:00+00:00,40.7359822967,-73.9902806282,28948,103,1.5643315945825933,1.701014959359307
492101,1810,2010-08-20 16:42:57+00:00,40.7296557,-73.993375945,2111359,138,1.3029935552883931,2.4035755961681224
492102,1810,2010-08-20 16:35:00+00:00,40.729744337,-73.995050783,2111139,137,1.1615050240979752,2.393732573710058
492103,1810,2010-08-20 16:27:07+00:00,40.729443915,-73.9959929,1859860,149,1.0819218211457022,2.427094041705107
492104,1810,2010-08-20 16:08:02+00:00,40.7285271242,-73.9968681335,1933724,148,1.007997431441868,2.5289024435422807
532581,2105,2010-10-21 12:15:09+00:00,40.7428463167,-73.9998225667,503879,51,0.7582459733385392,0.9387732646227116
532582,2105,2010-10-17 13:12:46+00:00,40.74933266,-73.99244081,5597868,18,1.3815847372513883,0.2184713065382512
532583,2105,2010-10-16 13:15:40+00:00,40.7499960848,-73.9907097816,19797,7,1.5277603129214583,0.1447985979971783
532586,2105,2010-10-01 01:01:29+00:00,40.7390320167,-73.9948725667,186151,77,1.1763967626087206,1.3623470984472197
532587,2105,2010-09-26 00:25:47+00:00,40.726303162,-74.002009307,4449153,158,0.5736930579515734,2.7758704274388237
532589,2105,2010-09-24 15:42:11+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532590,2105,2010-09-24 10:49:25+00:00,40.7428463167,-73.9998225667,503879,51,0.7582459733385392,0.9387732646227116
532592,2105,2010-09-15 12:34:52+00:00,40.7428463167,-73.9998225667,503879,51,0.7582459733385392,0.9387732646227116
532598,2105,2010-09-09 15:06:08+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532599,2105,2010-09-09 13:58:34+00:00,40.7411193606,-74.0015716043,93197,63,0.6105357188055149,1.1305498812557933
532601,2105,2010-09-08 22:05:35+00:00,40.7404940183,-74.0017819405,475260,62,0.5927755350900862,1.1999934565816268
532602,2105,2010-09-08 18:15:38+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532603,2105,2010-09-02 13:19:50+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532604,2105,2010-09-02 12:14:47+00:00,40.7428463167,-73.9998225667,503879,51,0.7582459733385392,0.9387732646227116
532614,2105,2010-08-27 17:53:15+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532615,2105,2010-08-27 17:43:07+00:00,40.7428463167,-73.9998225667,503879,51,0.7582459733385392,0.9387732646227116
532617,2105,2010-08-26 15:35:08+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532618,2105,2010-08-26 12:17:07+00:00,40.7406454394,-73.998123174,186507,64,0.901808668215953,1.183178310492221
532619,2105,2010-08-25 23:36:20+00:00,40.7317461797,-73.9880998345,33283,128,1.7486541713155594,2.171430530152328
532633,2105,2010-08-16 15:58:09+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532639,2105,2010-08-13 14:18:13+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532641,2105,2010-08-12 16:16:01+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532643,2105,2010-08-10 17:24:57+00:00,40.7406454394,-73.998123174,186507,64,0.901808668215953,1.183178310492221
532644,2105,2010-08-10 17:00:38+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532654,2105,2010-08-05 19:25:12+00:00,40.7503537066,-73.9929306507,623366,6,1.3401956591513102,0.1050850253704535
532655,2105,2010-08-05 15:00:05+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532656,2105,2010-08-05 11:52:04+00:00,40.7428463167,-73.9998225667,503879,51,0.7582459733385392,0.9387732646227116
532675,2105,2010-07-22 15:40:32+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532676,2105,2010-07-22 11:54:24+00:00,40.747509,-73.989664,1258028,31,1.616139171289166,0.4209870138413573
532680,2105,2010-07-20 16:23:10+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532681,2105,2010-07-20 13:54:14+00:00,40.7411193606,-74.0015716043,93197,63,0.6105357188055149,1.1305498812557933
532691,2105,2010-07-15 16:33:28+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532692,2105,2010-07-15 11:33:35+00:00,40.7428463167,-73.9998225667,503879,51,0.7582459733385392,0.9387732646227116
532697,2105,2010-07-14 23:34:50+00:00,40.7406454394,-73.998123174,186507,64,0.901808668215953,1.183178310492221
532698,2105,2010-07-14 16:00:46+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532699,2105,2010-07-14 14:38:25+00:00,40.7411193606,-74.0015716043,93197,63,0.6105357188055149,1.1305498812557933
532703,2105,2010-07-13 20:09:39+00:00,40.725390978,-73.983891172,1376508,178,2.1043826854924945,2.8771671949931603
532708,2105,2010-07-11 23:44:55+00:00,40.72605347,-73.98311072,356326,166,2.1702964089656285,2.803598379190862
532716,2105,2010-07-08 16:43:53+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
532725,2105,2010-07-01 15:09:34+00:00,40.74119883,-74.00089544,648197,63,0.6676461386227105,1.1217248911622144
